City,Year,Month,Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
New Delhi,2020,11,28,,,,,,,,,,,,,,
New Delhi,2020,11,29,,,,,,,,,,,,,,
New Delhi,2020,11,30,,,,,,,,,,,,,,
New Delhi,2020,12,1,16.9,25,10.5,-,62,0,1.6,2,9.4,-,,,,
New Delhi,2020,12,2,18,26,10.6,-,56,0,1.9,4.1,14.8,-,,,,
New Delhi,2020,12,3,17.5,26,10,-,60,0,1.9,2.4,9.4,-,,,,
New Delhi,2020,12,4,,,,,,,,,,,,,,
New Delhi,2020,12,5,,,,,,,,,,,,,,
New Delhi,2020,12,6,,,,,,,,,,,,,,o
New Delhi,2020,12,7,17.3,25,13,-,82,0,0.8,4.6,11.1,-,,,,o
New Delhi,2020,12,8,17.8,26,12.6,-,67,0,1.4,2,9.4,-,,,,o
New Delhi,2020,12,9,18.8,27,12.4,-,64,0,1.9,1.9,9.4,-,,,,
New Delhi,2020,12,10,,,,,,,,,,,,,,
New Delhi,2020,12,11,,,,,,,,,,,,,,
New Delhi,2020,12,12,,,,,,,,,,,,,,o
New Delhi,2020,12,13,14.1,21.2,11,-,85,0,1.9,9.1,14.8,-,,,,o
New Delhi,2020,12,14,13.2,18.2,9.4,-,77,0,2.4,7.6,13,-,,,,
New Delhi,2020,12,15,11.9,17,6.4,-,79,0,1.8,6.7,11.1,-,,,,
New Delhi,2020,12,16,,,,,,,,,,,,,,o
New Delhi,2020,12,17,,,,,,,,,,,,,,
New Delhi,2020,12,18,,,,,,,,,,,,,,
New Delhi,2020,12,19,12.1,20,5.7,-,60,0,2.3,7.6,18.3,-,,,,
New Delhi,2020,12,20,13.1,22,6,-,62,0,1.8,5.2,14.8,-,,,,
New Delhi,2020,12,21,13.6,21,8.5,-,69,0,1.6,3.3,11.1,-,,,,o
New Delhi,2020,12,22,,,,,,,,,,,,,,o
New Delhi,2020,12,23,,,,,,,,,,,,,,o
New Delhi,2020,12,24,,,,,,,,,,,,,,o
New Delhi,2020,12,25,12.9,21,6.9,-,70,0,1.4,3.7,16.5,-,,,,
New Delhi,2020,12,26,13,20.5,6.7,-,67,0,1.4,3,13,-,,,,
New Delhi,2020,12,27,15.1,21,8.2,-,63,0,1.6,9.1,31.7,40.7,,,,
New Delhi,2020,12,28,,,,,,,,,,,,,,
New Delhi,2020,12,29,,,,,,,,,,,,,,
New Delhi,2020,12,30,,,,,,,,,,,,,,o
New Delhi,2020,12,31,9.2,15.2,5.7,-,90,0,0.6,4.4,9.4,-,,,,o
New Delhi,2021,01,1,10.9,18,4.1,-,73,0,0.8,4.4,11.1,-,,,,o
New Delhi,2021,01,2,14.4,19,9.5,-,69,0.51,1.3,8.9,16.5,-,o,,,
New Delhi,2021,01,3,14.1,19.4,11.4,-,95,18.03,0.8,8.5,20.6,-,o,,o,o
New Delhi,2021,01,4,,,,,,,,,,,o,,o,o
New Delhi,2021,01,5,,,,,,,,,,,o,,o,
New Delhi,2021,01,6,,,,,,,,,,,o,,o,o
New Delhi,2021,01,7,15.5,19,12,-,90,5.08,1,5.9,11.1,-,,,,o
New Delhi,2021,01,8,13.4,18.8,11.2,-,92,0,1.3,5.4,9.4,-,,,,
New Delhi,2021,01,9,14.4,19,10,-,92,0,1,9.8,14.8,-,,,,
New Delhi,2021,01,10,,,,,,,,,,,,,,o
New Delhi,2021,01,11,,,,,,,,,,,,,,o
New Delhi,2021,01,12,,,,,,,,,,,,,,o
New Delhi,2021,01,13,9.9,16,4.6,-,85,0,1,3.3,11.1,-,,,,o
New Delhi,2021,01,14,11.8,19,4.9,-,80,0,0.6,2.4,9.4,-,,,,o
New Delhi,2021,01,15,12.7,21,9,-,85,0,0.5,2,9.4,-,,,,o
New Delhi,2021,01,16,,,,,,,,,,,,,,o
New Delhi,2021,01,17,,,,,,,,,,,,,,o
New Delhi,2021,01,18,,,,,,,,,,,,,,o
New Delhi,2021,01,19,13.6,18.4,9,1014.6,86,0,0.8,11.3,14.8,-,,,,o
New Delhi,2021,01,20,11.7,16.8,8.5,1015.3,88,0,1,12.6,16.5,-,,,,o
New Delhi,2021,01,21,12.7,20.2,7.2,1014.7,79,0,1.6,5.7,24.1,-,,,,
New Delhi,2021,01,22,,,,,,,,,,,,,,o
New Delhi,2021,01,23,,,,,,,,,,,,,,o
New Delhi,2021,01,24,,,,,,,,,,,,,,o
New Delhi,2021,01,25,12.1,17,8,-,88,0,1.1,5,11.1,-,,,,o
New Delhi,2021,01,26,12.8,19,6.5,-,73,0,1.8,3.1,13,-,,,,o
New Delhi,2021,01,27,13.1,20,6.6,-,71,0,1.8,5.4,16.5,-,,,,
New Delhi,2021,01,28,,,,,,,,,,,,,,
New Delhi,2021,01,29,,,,,,,,,,,,,,
New Delhi,2021,01,30,,,,,,,,,,,,,,
New Delhi,2021,01,31,13.7,21,6.4,-,61,0,2.1,3.9,9.4,-,,,,
New Delhi,2021,02,1,17.2,25,8,-,54,0,1.9,3.7,13,-,,,,
New Delhi,2021,02,2,17.7,25,9.2,-,63,0,1.3,5.9,11.1,-,,,,
New Delhi,2021,02,3,18.2,25,13,-,70,-,1.9,11.3,16.5,-,o,,,
New Delhi,2021,02,4,,,,,,,,,,,o,,o,
New Delhi,2021,02,5,,,,,,,,,,,,,,o
New Delhi,2021,02,6,,,,,,,,,,,,,,o
New Delhi,2021,02,7,14.9,22,9,-,78,0,1.6,7.2,18.3,-,,,,o
New Delhi,2021,02,8,15.7,23,9.5,-,75,0,1.6,3.9,13,-,,,,o
New Delhi,2021,02,9,16.8,25,10,-,70,0,1.8,3.5,9.4,-,,,,o
New Delhi,2021,02,10,,,,,,,,,,,,,,
New Delhi,2021,02,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Delhi,2021,02,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Delhi,2021,02,13,,,,,,,,,,,,,,
New Delhi,2021,02,14,,,,,,,,,,,,,,o
New Delhi,2021,02,15,20.2,27,12,-,64,0,1.9,3.3,11.1,-,,,,
New Delhi,2021,02,16,20.5,28,13.3,-,67,0,1.8,3.9,13,-,,,,
New Delhi,2021,02,17,18.3,27.6,13,-,66,0,1.6,4.1,9.4,-,,,,o
New Delhi,2021,02,18,,,,,,,,,,,,,,
New Delhi,2021,02,19,,,,,,,,,,,,,,o
New Delhi,2021,02,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
New Delhi,2021,02,21,,,,,,,,,,,,,,
New Delhi,2021,02,22,19.2,28,12.8,-,65,0,2.1,6.7,22.2,31.7,,,,
New Delhi,2021,02,23,20.4,29,13.2,-,55,0,2.6,3.9,16.5,-,,,,
New Delhi,2021,02,24,22,31,14,-,49,0,2.7,4.8,14.8,-,,,,
New Delhi,2021,02,25,,,,,,,,,,,,,,
New Delhi,2021,02,26,,,,,,,,,,,,,,
New Delhi,2021,02,27,,,,,,,,,,,,,,
New Delhi,2021,02,28,23.2,30.6,16,-,44,0,3.1,6.9,16.5,-,,,,
New Delhi,2021,03,1,20.2,28,13,-,48,0,2.9,11.1,22.2,37,,,,
New Delhi,2021,03,2,20.8,28.1,13,-,45,0,3.4,14.8,33.5,44.6,,,,
New Delhi,2021,03,3,20.8,30,12.5,-,46,0,2.9,7.6,20.6,-,,,,
New Delhi,2021,03,4,,,,,,,,,,,,,,
New Delhi,2021,03,5,,,,,,,,,,,,,,
New Delhi,2021,03,6,,,,,,,,,,,,,,
New Delhi,2021,03,7,25,33,17,-,52,0,3.1,12.2,20.6,-,,,,
New Delhi,2021,03,8,24.4,33.5,20,-,60,0,1.9,9.8,16.5,-,,,,
New Delhi,2021,03,9,25.8,32,20,-,57,-,2.4,10.9,37,40.7,o,,o,
New Delhi,2021,03,10,,,,,,,,,,,,,,
New Delhi,2021,03,11,,,,,,,,,,,,,,
New Delhi,2021,03,12,,,,,,,,,,,o,,o,
New Delhi,2021,03,13,23.8,30.7,17,-,52,0.25,2.4,6.1,14.8,-,,,,
New Delhi,2021,03,14,23.9,31,16.6,-,51,0,2.6,8,22.2,-,,,,
New Delhi,2021,03,15,24.4,31.2,17,-,54,0,2.6,9.8,18.3,-,,,,
New Delhi,2021,03,16,,,,,,,,,,,,,,
New Delhi,2021,03,17,,,,,,,,,,,,,,
New Delhi,2021,03,18,,,,,,,,,,,,,,
New Delhi,2021,03,19,26.3,33.5,19,-,39,0,2.9,8,16.5,-,,,,
New Delhi,2021,03,20,25.2,32.8,18,-,45,0,2.7,7.2,18.3,-,,,,
New Delhi,2021,03,21,26.8,34.2,18,-,41,0,3.2,8.7,16.5,-,,,,
New Delhi,2021,03,22,,,,,,,,,,,,,,
New Delhi,2021,03,23,,,,,,,,,,,,,,
New Delhi,2021,03,24,,,,,,,,,,,,,,
New Delhi,2021,03,25,22.9,32.2,16,-,53,0,3.1,12,22.2,33.5,,,,
New Delhi,2021,03,26,23.8,31,15.6,-,48,0,2.9,9.8,22.2,-,,,,
New Delhi,2021,03,27,26.2,34,18,-,45,0,2.9,6.3,14.8,-,,,,
New Delhi,2021,03,28,,,,,,,,,,,,,,
New Delhi,2021,03,29,,,,,,,,,,,,,,
New Delhi,2021,03,30,,,,,,,,,,,,,,
New Delhi,2021,03,31,27.2,38.2,19,-,23,0,3.1,15.9,29.4,37,,,,
New Delhi,2021,04,1,26.4,35,16.6,-,15,0,2.9,16.9,29.4,55.4,,,,
New Delhi,2021,04,2,26.1,35.8,16,-,14,0,3.1,10.7,18.3,33.5,,,,
New Delhi,2021,04,3,26.6,35,15.2,-,16,0,3.2,4.1,14.8,-,,,,
New Delhi,2021,04,4,,,,,,,,,,,,,,
New Delhi,2021,04,5,,,,,,,,,,,,,,
New Delhi,2021,04,6,,,,,,,,,,,,,,
New Delhi,2021,04,7,29.4,38.5,22.8,-,25,0,2.9,11.9,16.5,-,,,,
New Delhi,2021,04,8,27.2,36.8,21.2,-,20,0,3.1,8.3,14.8,-,,,,
New Delhi,2021,04,9,28.6,36.6,19.2,-,18,0,3.5,9.3,22.2,-,,,,
New Delhi,2021,04,10,,,,,,,,,,,,,,
New Delhi,2021,04,11,,,,,,,,,,,,,,
New Delhi,2021,04,12,,,,,,,,,,,,,,
New Delhi,2021,04,13,30.9,40.2,21,-,21,0,2.7,9.3,18.3,33.5,,,,
New Delhi,2021,04,14,31.4,40.8,23,-,20,0,3.2,8.9,22.2,-,,,,
New Delhi,2021,04,15,31.2,41,23.6,-,19,0,2.6,9.1,18.3,31.7,,,,
New Delhi,2021,04,16,,,,,,,,,,,o,,o,
New Delhi,2021,04,17,,,,,,,,,,,,,,
New Delhi,2021,04,18,,,,,,,,,,,,,,
New Delhi,2021,04,19,30.3,37.8,22,-,25,0,2.7,8.3,18.3,-,,,,
New Delhi,2021,04,20,27.3,39.2,21,-,30,0,2.6,12.6,37,55.4,,,o,
New Delhi,2021,04,21,25.8,34.4,18,-,44,0,2.9,12.6,32.4,-,,,,
New Delhi,2021,04,22,,,,,,,,,,,,,,
New Delhi,2021,04,23,,,,,,,,,,,o,,,
New Delhi,2021,04,24,,,,,,,,,,,,,,
New Delhi,2021,04,25,28.3,37.2,20,-,26,0,2.9,8.3,22.2,33.5,,,,
New Delhi,2021,04,26,31,39.7,19.6,-,20,0,2.6,5.9,18.3,33.5,,,,
New Delhi,2021,04,27,32.7,41,22.6,-,20,0,2.3,5.6,20.6,-,,,,
New Delhi,2021,04,28,,,,,,,,,,,,,,
New Delhi,2021,04,29,,,,,,,,,,,,,,
New Delhi,2021,04,30,,,,,,,,,,,o,,,
New Delhi,2021,05,1,33.3,43.2,27,-,23,0,2.3,9.1,22.2,37,,,o,
New Delhi,2021,05,2,32,42.2,26.6,-,25,0,3.1,9.4,27.8,46.5,,,,
New Delhi,2021,05,3,32.6,40.2,25.2,-,25,0,2.9,9.3,18.3,31.7,,,,
New Delhi,2021,05,4,,,,,,,,,,,o,,,
New Delhi,2021,05,5,,,,,,,,,,,,,,
New Delhi,2021,05,6,,,,,,,,,,,o,,o,
New Delhi,2021,05,7,29.7,40,21.7,-,45,2.03,2.9,6.1,11.1,-,,,,
New Delhi,2021,05,8,32.4,38.6,24.4,-,32,0,3.7,7.6,14.8,-,,,,
New Delhi,2021,05,9,31.2,40.6,25.1,-,38,-,3.2,9.4,18.3,37,o,,o,
New Delhi,2021,05,10,,,,,,,,,,,,,,
New Delhi,2021,05,11,,,,,,,,,,,,,o,
New Delhi,2021,05,12,,,,,,,,,,,,,o,
New Delhi,2021,05,13,27.5,38.6,20.7,-,55,2.03,3.1,11.7,33.5,46.5,o,,o,
New Delhi,2021,05,14,30.6,36,23.2,-,42,0,3.7,7.8,18.3,-,,,,
New Delhi,2021,05,15,30.9,39,24.2,-,32,0,3.4,9.8,29.4,48.2,,,,
New Delhi,2021,05,16,,,,,,,,,,,,,,
New Delhi,2021,05,17,,,,,,,,,,,,,,
New Delhi,2021,05,18,,,,,,,,,,,o,,,
New Delhi,2021,05,19,21.5,30.6,20,-,96,2.03,1.6,15.2,22.2,29.4,o,,,
New Delhi,2021,05,20,25.8,30,20,-,77,64.01,2.7,13.1,22.2,-,o,,,
New Delhi,2021,05,21,25.7,32,20,-,70,6.1,3.1,14.3,37,55.4,o,,o,
New Delhi,2021,05,22,,,,,,,,,,,,,,
New Delhi,2021,05,23,,,,,,,,,,,,,,
New Delhi,2021,05,24,,,,,,,,,,,,,,
New Delhi,2021,05,25,32.1,39,23.1,-,25,0,3.5,9.3,24.1,33.5,,,,
New Delhi,2021,05,26,33.1,40,23.5,-,23,0,3.7,6.3,20.6,-,,,,
New Delhi,2021,05,27,33.1,40.6,24.2,-,28,0,3.5,11.7,18.3,-,,,,
New Delhi,2021,05,28,,,,,,,,,,,,,,
New Delhi,2021,05,29,,,,,,,,,,,,,,
New Delhi,2021,05,30,,,,,,,,,,,o,,o,
New Delhi,2021,05,31,31.7,38,21,-,44,-,3.7,12.2,46.5,-,o,,o,
New Delhi,2021,06,1,27.3,32,20.2,-,66,0,2.9,8.1,27.8,37,,,,
New Delhi,2021,06,2,30.2,36,24.8,-,47,0,3.2,11.9,22.2,-,,,,
New Delhi,2021,06,3,32.2,38,24.9,-,52,0,3.4,5.9,13,-,,,,
New Delhi,2021,06,4,,,,,,,,,,,o,o,o,
New Delhi,2021,06,5,,,,,,,,,,,o,,o,
New Delhi,2021,06,6,,,,,,,,,,,,,,
New Delhi,2021,06,7,34.5,39,26.5,-,45,0,3.4,8.1,18.3,-,,,,
New Delhi,2021,06,8,36,40.2,28.8,-,37,0,3.2,15,29.4,38.9,,,,
New Delhi,2021,06,9,36.5,41.2,30.7,-,44,0,2.9,11.5,18.3,33.5,,,,
New Delhi,2021,06,10,,,,,,,,,,,o,,o,
New Delhi,2021,06,11,,,,,,,,,,,,,,
New Delhi,2021,06,12,,,,,,,,,,,o,,o,
New Delhi,2021,06,13,29.7,33.2,23.2,-,73,2.03,3.1,9.1,27.8,46.5,o,,o,
New Delhi,2021,06,14,32.6,38,25.9,-,55,1.02,3.4,8.1,14.8,-,,,,
New Delhi,2021,06,15,31.3,38.7,27,-,60,0,3.5,11.1,37,46.5,,,,
New Delhi,2021,06,16,,,,,,,,,,,o,,,
New Delhi,2021,06,17,,,,,,,,,,,,,,
New Delhi,2021,06,18,,,,,,,,,,,,,,
New Delhi,2021,06,19,30.1,35.2,24.9,-,72,0,4,10.2,25.9,33.5,,,,
New Delhi,2021,06,20,29.4,35.2,24.8,-,79,0,3.7,10.6,20.6,-,o,,,
New Delhi,2021,06,21,32.8,37,25,-,62,0,3.5,7.8,18.3,-,,,,
New Delhi,2021,06,22,,,,,,,,,,,,,,
New Delhi,2021,06,23,,,,,,,,,,,,,,
New Delhi,2021,06,24,,,,,,,,,,,,,,
New Delhi,2021,06,25,32.1,39,26.5,-,51,6.1,3.4,10.4,29.4,55.4,o,,o,
New Delhi,2021,06,26,31.6,40.2,23,-,57,0,2.6,4.8,27.8,46.5,,,,
New Delhi,2021,06,27,34.1,39,26.9,-,53,0,3.2,6.1,14.8,-,,,,
New Delhi,2021,06,28,,,,,,,,,,,,,,
New Delhi,2021,06,29,,,,,,,,,,,,,,
New Delhi,2021,06,30,,,,,,,,,,,,,,
New Delhi,2021,07,1,37.4,43.4,30.6,-,34,0,3.9,12,29.4,46.5,,,,
New Delhi,2021,07,2,33.3,43.1,25,-,53,26.92,2.7,14.8,37,55.4,o,,o,
New Delhi,2021,07,3,31.5,38,25,-,63,0,3.1,10,37,48.2,,,,
New Delhi,2021,07,4,,,,,,,,,,,,,,
New Delhi,2021,07,5,,,,,,,,,,,,,,
New Delhi,2021,07,6,,,,,,,,,,,,,,
New Delhi,2021,07,7,36.3,42,31,-,43,0,3.9,11.5,27.8,40.7,,,,
New Delhi,2021,07,8,35.9,42.1,30,-,42,0,3.4,13.9,24.1,40.7,,,,
New Delhi,2021,07,9,33.2,42.1,28.3,-,58,0,3.9,12.6,20.6,-,,,,
New Delhi,2021,07,10,,,,,,,,,,,,,,
New Delhi,2021,07,11,,,,,,,,,,,,,,
New Delhi,2021,07,12,,,,,,,,,,,,,,
New Delhi,2021,07,13,29.2,37,24.3,-,88,23.88,2.4,7.8,20.6,37,o,,o,
New Delhi,2021,07,14,27.9,34.6,25,-,91,7.87,3.4,11.9,27.8,46.5,o,,,
New Delhi,2021,07,15,31.1,35,24.8,-,78,3.05,3.2,12.6,16.5,-,,,,
New Delhi,2021,07,16,,,,,,,,,,,,,,
New Delhi,2021,07,17,,,,,,,,,,,o,,,
New Delhi,2021,07,18,,,,,,,,,,,o,,o,
New Delhi,2021,07,19,26,27,24.5,-,99,99.06,1.8,5.7,14.8,-,o,,o,
New Delhi,2021,07,20,27.4,32,24.3,-,95,68.07,1.9,5.7,27.8,46.5,o,,o,
New Delhi,2021,07,21,30.1,34,23.1,-,85,39.12,3.2,6.9,20.6,-,,,,
New Delhi,2021,07,22,,,,,,,,,,,,,,
New Delhi,2021,07,23,,,,,,,,,,,,,,
New Delhi,2021,07,24,,,,,,,,,,,,,,
New Delhi,2021,07,25,32.6,36,28.1,-,76,0,4.2,10.9,14.8,-,,,,
New Delhi,2021,07,26,30.4,36.2,28.6,-,84,-,3.1,6.1,13,-,o,,o,
New Delhi,2021,07,27,27.8,29.4,25.8,-,98,68.07,2.1,7.6,16.5,-,o,,o,
New Delhi,2021,07,28,,,,,,,,,,,o,,,
New Delhi,2021,07,29,,,,,,,,,,,o,,,
New Delhi,2021,07,30,,,,,,,,,,,o,,o,
New Delhi,2021,07,31,30.2,34,26,-,85,14.99,3.7,8,16.5,-,,,o,
New Delhi,2021,08,1,28.3,34.2,24,-,94,29.97,2.9,4.6,16.5,-,o,,o,
New Delhi,2021,08,2,28.4,32,27,-,95,4.06,2.4,7.8,18.3,46.5,o,,o,
New Delhi,2021,08,3,29.9,33,27,-,84,18.03,3.4,11.7,24.1,33.5,o,,,
New Delhi,2021,08,4,,,,,,,,,,,,,,
New Delhi,2021,08,5,,,,,,,,,,,,,,
New Delhi,2021,08,6,,,,,,,,,,,,,o,
New Delhi,2021,08,7,29,32.2,27,-,87,0.51,3.2,4.1,18.3,37,o,,,
New Delhi,2021,08,8,27.9,33.5,26,-,94,3.05,2.3,2.8,16.5,33.5,o,,o,
New Delhi,2021,08,9,28.9,33.6,26,-,90,0,2.7,6.9,13,-,,,,
New Delhi,2021,08,10,,,,,,,,,,,,,,
New Delhi,2021,08,11,,,,,,,,,,,,,,
New Delhi,2021,08,12,,,,,,,,,,,,,,
New Delhi,2021,08,13,31.8,36.1,28,-,69,0,4,12.4,22.2,31.7,,,,
New Delhi,2021,08,14,31.7,36.5,28,-,67,0,4.2,11.5,18.3,33.5,,,,
New Delhi,2021,08,15,31.9,36.6,28.3,-,65,0,4.2,10,22.2,33.5,,,,
New Delhi,2021,08,16,,,,,,,,,,,,,,
New Delhi,2021,08,17,,,,,,,,,,,,,,
New Delhi,2021,08,18,,,,,,,,,,,,,,
New Delhi,2021,08,19,31.8,38.2,28,-,70,0,3.2,6.5,13,-,,,,
New Delhi,2021,08,20,27,37.2,25,-,95,6.1,2.9,11.5,18.3,33.5,o,,o,
New Delhi,2021,08,21,27.6,32.2,24.7,-,94,84.07,2.6,10.7,18.3,33.5,o,,o,
New Delhi,2021,08,22,,,,,,,,,,,o,,,
New Delhi,2021,08,23,,,,,,,,,,,,,,
New Delhi,2021,08,24,,,,,,,,,,,,,,
New Delhi,2021,08,25,31.9,36,28,-,68,0,3.7,14.4,24.1,42.4,,,,
New Delhi,2021,08,26,30.6,36.2,27.4,-,68,0,3.9,12,22.2,33.5,,,,
New Delhi,2021,08,27,31.2,35.7,27,-,67,0,3.7,9.4,20.6,-,,,,
New Delhi,2021,08,28,,,,,,,,,,,,,,
New Delhi,2021,08,29,,,,,,,,,,,o,,,
New Delhi,2021,08,30,,,,,,,,,,,,,,
New Delhi,2021,08,31,26.7,34.2,23,-,95,43.94,2.9,10,18.3,37,o,,o,
New Delhi,2021,09,1,25.4,30.5,23,-,99,81.03,2.9,7.2,20.6,-,o,,o,
New Delhi,2021,09,2,27.9,32.4,24,-,93,0,3.1,7.2,16.5,-,o,,o,
New Delhi,2021,09,3,28.9,34,25.1,-,86,4.06,3.5,7,14.8,33.5,o,,o,
New Delhi,2021,09,4,,,,,,,,,,,,,,
New Delhi,2021,09,5,,,,,,,,,,,o,,,
New Delhi,2021,09,6,,,,,,,,,,,,,,
New Delhi,2021,09,7,29.4,33,26.8,-,89,0,3.2,10.7,16.5,-,o,,o,
New Delhi,2021,09,8,29.3,32,26.6,-,83,0.76,3.7,13.3,20.6,-,,,,
New Delhi,2021,09,9,29.6,33,25,-,85,0,3.4,10.7,18.3,33.5,o,,o,
New Delhi,2021,09,10,,,,,,,,,,,o,,o,
New Delhi,2021,09,11,,,,,,,,,,,o,,o,
New Delhi,2021,09,12,,,,,,,,,,,o,,o,
New Delhi,2021,09,13,27.3,33,24,-,93,3.05,2.6,7.8,18.3,37,o,,o,
New Delhi,2021,09,14,28.9,34.3,25,-,85,2.03,3.1,10.7,27.8,46.5,o,,o,
New Delhi,2021,09,15,29.5,34.4,25,-,82,5.08,4.8,9.1,22.2,31.7,,,,
New Delhi,2021,09,16,,,,,,,,,,,o,,o,
New Delhi,2021,09,17,,,,,,,,,,,,,,
New Delhi,2021,09,18,,,,,,,,,,,,,,
New Delhi,2021,09,19,29.7,33.2,26,-,83,0,3.9,10.9,18.3,-,,,,
New Delhi,2021,09,20,30.1,34.6,26.8,-,80,0,3.7,6.1,14.8,-,,,,
New Delhi,2021,09,21,29.3,35,26,-,84,0,3.7,9.3,18.3,29.4,,,o,
New Delhi,2021,09,22,,,,,,,,,,,o,,o,
New Delhi,2021,09,23,,,,,,,,,,,,,o,
New Delhi,2021,09,24,,,,,,,,,,,o,,o,
New Delhi,2021,09,25,28.6,33.5,25,-,85,0,2.9,6.5,13,-,,,o,
New Delhi,2021,09,26,28.2,32.5,25,-,89,0,2.9,7.8,14.8,-,,,,
New Delhi,2021,09,27,29.9,33,26,-,83,0,2.9,4.4,9.4,-,,,,
New Delhi,2021,09,28,,,,,,,,,,,,,,
New Delhi,2021,09,29,,,,,,,,,,,,,,
New Delhi,2021,09,30,,,,,,,,,,,,,,
New Delhi,2021,10,1,29.7,34.5,26.8,-,84,0,3.2,2.8,27.8,37,,,,
New Delhi,2021,10,2,30.2,35,26.5,-,79,0,3.4,7,14.8,-,,,,
New Delhi,2021,10,3,30.1,35.4,26.7,-,79,0,4,8.1,18.3,33.5,,,,
New Delhi,2021,10,4,,,,,,,,,,,,,,
New Delhi,2021,10,5,,,,,,,,,,,,,,
New Delhi,2021,10,6,,,,,,,,,,,,,,
New Delhi,2021,10,7,28.6,35.1,25,-,73,0,3.2,7.2,16.5,-,,,,
New Delhi,2021,10,8,28.8,35,25,-,62,0,3.2,6.3,18.3,-,,,,
New Delhi,2021,10,9,29.4,36,23.2,-,54,0,3.4,5.2,16.5,-,,,,
New Delhi,2021,10,10,,,,,,,,,,,,,,
New Delhi,2021,10,11,,,,,,,,,,,,,,
New Delhi,2021,10,12,,,,,,,,,,,,,,
New Delhi,2021,10,13,27.7,36.4,21,-,46,0,3.2,10.2,20.6,-,,,,
New Delhi,2021,10,14,25.8,32.6,20,-,47,0,3.1,8.3,20.6,37,,,,
New Delhi,2021,10,15,26.4,34.1,20,-,56,0,3.2,5.4,9.4,-,,,,
New Delhi,2021,10,16,,,,,,,,,,,,,,
New Delhi,2021,10,17,,,,,,,,,,,o,,o,
New Delhi,2021,10,18,,,,,,,,,,,o,,o,
New Delhi,2021,10,19,24.9,30,20.5,-,82,0,3.7,9.1,24.1,33.5,,,,
New Delhi,2021,10,20,24.8,30.6,15,-,68,0,3.1,6.1,16.5,-,,,,
New Delhi,2021,10,21,25.2,32,18.3,-,45,0,3.7,6.7,22.2,33.5,,,,
New Delhi,2021,10,22,,,,,,,,,,,,,,
New Delhi,2021,10,23,,,,,,,,,,,,,,
New Delhi,2021,10,24,,,,,,,,,,,o,,o,
New Delhi,2021,10,25,22.7,30.5,18,-,76,0,3.1,6.7,18.3,-,,,,
New Delhi,2021,10,26,22.2,28,17,-,67,0,2.9,5.6,18.3,-,,,,
New Delhi,2021,10,27,22.2,28,16.8,-,65,0,2.6,6.1,16.5,-,,,,
New Delhi,2021,10,28,,,,,,,,,,,,,,
New Delhi,2021,10,29,,,,,,,,,,,,,,
New Delhi,2021,10,30,,,,,,,,,,,,,,
New Delhi,2021,10,31,22.4,28.9,18,-,63,0,2.9,4.1,11.1,-,,,,
New Delhi,2021,11,1,22.2,29.4,16,-,52,0,2.7,6.5,11.1,-,,,,
New Delhi,2021,11,2,22.8,30.6,17,-,59,0,2.6,8,16.5,-,,,,
New Delhi,2021,11,3,22.8,30,18,-,66,0,2.4,2.8,11.1,-,,,,
New Delhi,2021,11,4,,,,,,,,,,,,,,o
New Delhi,2021,11,5,,,,,,,,,,,,,,o
New Delhi,2021,11,6,,,,,,,,,,,,,,
New Delhi,2021,11,7,21.1,28,16.4,-,63,0,1.4,4.3,11.1,-,,,,
New Delhi,2021,11,8,21.5,28.2,16.1,-,54,0,1.3,4.3,11.1,-,,,,
New Delhi,2021,11,9,21.6,28,15.7,-,52,0,1.4,4.4,13,-,,,,
New Delhi,2021,11,10,,,,,,,,,,,,,,
New Delhi,2021,11,11,,,,,,,,,,,,,,
New Delhi,2021,11,12,,,,,,,,,,,,,,o
New Delhi,2021,11,13,20.1,27,14.2,-,50,0,1.6,2.8,11.1,-,,,,o
New Delhi,2021,11,14,19.7,27.6,13.4,-,47,0,1.9,2.8,9.4,-,,,,
New Delhi,2021,11,15,19.1,26.8,13,-,53,0,1.6,2.8,9.4,-,,,,
New Delhi,2021,11,16,,,,,,,,,,,,,,
New Delhi,2021,11,17,,,,,,,,,,,,,,o
New Delhi,2021,11,18,,,,,,,,,,,,,,o
New Delhi,2021,11,19,19.7,26.3,13.2,-,62,0,1.4,2.6,11.1,-,,,,
New Delhi,2021,11,20,20.2,25.4,15.4,-,50,0,1.6,2,9.4,-,,,,
New Delhi,2021,11,21,18.4,26.1,13.4,-,63,0,1.4,4.1,14.8,-,,,,o
New Delhi,2021,11,22,,,,,,,,,,,,,,
New Delhi,2021,11,23,,,,,,,,,,,,,,
New Delhi,2021,11,24,,,,,,,,,,,,,,
New Delhi,2021,11,25,19.5,28.5,12,-,62,0,1.8,2.6,7.6,-,,,,
New Delhi,2021,11,26,18.9,27.2,13.9,-,67,0,1.8,1.7,7.6,-,,,,
New Delhi,2021,11,27,18.4,26.5,13,-,74,0,1.8,4.8,14.8,-,,,,
New Delhi,2021,11,28,,,,,,,,,,,,,,
New Delhi,2021,11,29,,,,,,,,,,,,,,o
New Delhi,2021,11,30,,,,,,,,,,,,,,
